source_country,non_stereotype,stereotype,unsure,mean_offensive_score,identity,attribute,row_count,translated_identity,translated_attribute_list,identity_country_name
Argentina,0,3,0,2.5,Argentina,Picante,12815,Argentina,Picante,Argentina
Argentina,0,3,0,2.5,Argentina,Discusión,12815,Argentina,Discusión,Argentina
Argentina,0,3,0,2.5,Argentina,Revolución,12815,Argentina,Revolución,Argentina
Argentina,0,3,0,2.5,Argentina,Mate,12815,Argentina,Mate,Argentina
Argentina,0,3,0,2.5,Argentina,Pobreza,12815,Argentina,Pobreza,Argentina
Argentina,0,3,0,2.5,Argentina,Machismo,12815,Argentina,Machismo,Argentina
Argentina,0,3,0,2.5,Monaco,Lujo,12815,Monaco,Lujo,Monaco
Argentina,0,3,0,2.5,Argentina,Comida,12815,Argentina,Comida,Argentina
Argentina,0,3,0,2.5,Colombia,Colonia,12815,Colombia,Colonia,Colombia
Argentina,0,3,0,2.5,Argentina,Dolarizado,12815,Argentina,Dolarizado,Argentina
Argentina,0,3,0,2.5,China,Tradición,12815,China,Tradición,China
Argentina,0,3,0,2.5,Bahrain,Folclore,12815,Bahrain,Folclore,Bahrain
Argentina,0,3,0,2.5,Egypt,masividad,12815,Egypt,masividad,Egypt
Argentina,0,3,0,2.5,Argentina,latinoamerica,12815,Argentina,latinoamerica,Argentina
Argentina,0,3,0,2.5,Argentina,sexismo,12815,Argentina,sexismo,Argentina
Argentina,0,3,0,2.5,Venezuela,dictadura,12815,Venezuela,dictadura,Venezuela
Argentina,0,3,0,2.5,Venezuela,opresión,12815,Venezuela,opresión,Venezuela
Argentina,0,3,0,2.5,United States,extrovertido,12815,United States,extrovertido,United States
Argentina,0,3,0,2.5,United States,america,12815,United States,america,United States
Argentina,0,3,0,2.5,United States,desarrollo,12815,United States,desarrollo,United States
Argentina,0,3,0,2.5,Argentina,blancos,12815,Argentina,blancos,Argentina
Argentina,0,3,0,2.5,Thailand,picante,12815,Thailand,picante,Thailand
Argentina,0,3,0,2.5,Thailand,variada,12815,Thailand,variada,Thailand
Argentina,0,3,0,2.5,Argentina,che guevara,12815,Argentina,che guevara,Argentina
Argentina,0,3,0,2.5,Argentina,alzamiento,12815,Argentina,alzamiento,Argentina
Argentina,0,3,0,2.5,Finland,occidente,12815,Finland,occidente,Finland
Argentina,0,3,0,2.5,Finland,orden,12815,Finland,orden,Finland
Argentina,0,3,0,2.5,Finland,dearrollo,12815,Finland,dearrollo,Finland
Argentina,0,3,0,2.5,Greece,mediterraneo,12815,Greece,mediterraneo,Greece
Argentina,0,3,0,2.5,Canada,dearrollo,12815,Canada,dearrollo,Canada
Argentina,0,3,0,2.5,Canada,blancos,12815,Canada,blancos,Canada
Argentina,0,3,0,2.5,Canada,occidente,12815,Canada,occidente,Canada
Argentina,0,3,0,2.5,Egypt,tropico,12815,Egypt,tropico,Egypt
Argentina,0,3,0,2.5,Egypt,arena,12815,Egypt,arena,Egypt
Argentina,0,3,0,2.5,Egypt,agua,12815,Egypt,agua,Egypt
Argentina,0,3,0,2.5,Argentina,asado,12815,Argentina,asado,Argentina
Argentina,0,3,0,2.5,Argentina,carne,12815,Argentina,carne,Argentina
Argentina,0,3,0,2.5,Argentina,pampas,12815,Argentina,pampas,Argentina
Argentina,0,3,0,2.5,Argentina,campos,12815,Argentina,campos,Argentina
Argentina,0,3,0,2.5,Colombia,buena comida,12815,Colombia,buena comida,Colombia
Argentina,0,3,0,2.5,Colombia,playas,12815,Colombia,playas,Colombia
Argentina,0,3,0,2.5,Colombia,extrivertidos,12815,Colombia,extrivertidos,Colombia
Argentina,0,3,0,2.5,DR Congo,ebola,12815,DR Congo,ebola,DR Congo
Argentina,0,3,0,2.5,DR Congo,chimpances,12815,DR Congo,chimpances,DR Congo
Argentina,0,3,0,2.5,Argentina,pobreza egipto,12815,Argentina,pobreza egipto,Argentina
Argentina,0,3,0,2.5,Egypt,pobreza hambre sobrepoblación,12815,Egypt,pobreza hambre sobrepoblación,Egypt
Argentina,0,3,0,2.5,Peru,Pobreza,12815,Peru,Pobreza,Peru
Argentina,0,3,0,2.5,Argentina,pobreza,12815,Argentina,pobreza,Argentina
Argentina,0,3,0,2.5,Argentina,villas miserias,12815,Argentina,villas miserias,Argentina
Argentina,0,3,0,2.5,Argentina,tango,12815,Argentina,tango,Argentina
Argentina,0,3,0,2.5,Argentina,pobreza,12815,Argentina,pobreza,Argentina
Argentina,0,3,0,2.5,Argentina,pobreza,12815,Argentina,pobreza,Argentina
Argentina,0,3,0,2.5,Argentina,pobreza,12815,Argentina,pobreza,Argentina
Argentina,0,3,0,2.5,Netherlands,anaconda,12815,Netherlands,anaconda,Netherlands
Argentina,0,3,0,2.5,Palestine,pobreza,12815,Palestine,pobreza,Palestine
Argentina,0,3,0,2.5,Egypt,pobreza,12815,Egypt,pobreza,Egypt
Argentina,0,3,0,2.5,Egypt,condiciones de vivienda precarias,12815,Egypt,condiciones de vivienda precarias,Egypt
Argentina,0,3,0,2.5,United States,condiciones de asinamiento,12815,United States,condiciones de asinamiento,United States
Argentina,0,3,0,2.5,Egypt,Historia,12815,Egypt,Historia,Egypt
Argentina,0,3,0,2.5,Argentina,Historia,12815,Argentina,Historia,Argentina
Argentina,0,3,0,2.5,Egypt,Místico,12815,Egypt,Místico,Egypt
Argentina,0,3,0,2.5,Argentina,Hospitalarios,12815,Argentina,Hospitalarios,Argentina
Argentina,0,3,0,2.5,Argentina,Revolucionarios,12815,Argentina,Revolucionarios,Argentina
Argentina,0,3,0,2.5,Peru,Belleza,12815,Peru,Belleza,Peru
Argentina,0,3,0,2.5,Argentina,Mestizos,12815,Argentina,Mestizos,Argentina
Argentina,0,3,0,2.5,Argentina,Sublime,12815,Argentina,Sublime,Argentina
Argentina,0,3,0,2.5,Argentina,Divergentes,12815,Argentina,Divergentes,Argentina
Argentina,0,3,0,2.5,Germany,Soberbios,12815,Germany,Soberbios,Germany
Argentina,0,3,0,2.5,Switzerland,Chocolate,12815,Switzerland,Chocolate,Switzerland
Argentina,0,3,0,2.5,Japan,Disciplinados,12815,Japan,Disciplinados,Japan
Argentina,0,3,0,2.5,Mexico,Mariachis,12815,Mexico,Mariachis,Mexico
Argentina,0,3,0,2.5,Argentina,Expresivos,12815,Argentina,Expresivos,Argentina
Argentina,0,3,0,2.5,Argentina,felicidad,12815,Argentina,felicidad,Argentina
Argentina,0,3,0,2.5,New Zealand,divertidos,12815,New Zealand,divertidos,New Zealand
Argentina,0,3,0,2.5,Argentina,frutas de muchos colores,12815,Argentina,frutas de muchos colores,Argentina
Argentina,0,3,0,2.5,Argentina,música con instrumentos étnicos,12815,Argentina,música con instrumentos étnicos,Argentina
Argentina,0,3,0,2.5,Uruguay,comida picante,12815,Uruguay,comida picante,Uruguay
Argentina,0,3,0,2.5,United Kingdom,trabajador,12815,United Kingdom,trabajador,United Kingdom
Argentina,0,3,0,2.5,Argentina,charlatán,12815,Argentina,charlatán,Argentina
Argentina,0,3,0,2.5,Netherlands,estructurado,12815,Netherlands,estructurado,Netherlands
Argentina,0,3,0,2.5,Cameroon,espiritual,12815,Cameroon,espiritual,Cameroon
Argentina,0,3,0,2.5,Indonesia,amigos,12815,Indonesia,amigos,Indonesia
Argentina,0,3,0,2.5,Argentina,soberbia,12815,Argentina,soberbia,Argentina
Argentina,0,3,0,2.5,Spain,brutos,12815,Spain,brutos,Spain
Argentina,0,3,0,2.5,Germany,brívolidad,12815,Germany,brívolidad,Germany
Argentina,0,3,0,2.5,Argentina,machista,12815,Argentina,machista,Argentina
Argentina,0,3,0,2.5,Mexico,narcotraficanes,12815,Mexico,narcotraficanes,Mexico
Argentina,0,3,0,2.5,Peru,comidas picantes,12815,Peru,comidas picantes,Peru
Argentina,0,3,0,2.5,Brazil,bailarines,12815,Brazil,bailarines,Brazil
Argentina,0,3,0,2.5,El Salvador,pobreza,12815,El Salvador,pobreza,El Salvador
Argentina,0,3,0,2.5,Argentina,solidaria,12815,Argentina,solidaria,Argentina
Argentina,0,3,0,2.5,Angola,diversidad,12815,Angola,diversidad,Angola
Argentina,0,3,0,2.5,Egypt,Multiculturalidad,12815,Egypt,Multiculturalidad,Egypt
Argentina,0,3,0,2.5,Argentina,Recursos naturales,12815,Argentina,Recursos naturales,Argentina
Argentina,0,3,0,2.5,Egypt,no lo se,12815,Egypt,no lo se,Egypt
Argentina,0,3,0,2.5,Argentina,feminista,12815,Argentina,feminista,Argentina
Argentina,0,3,0,2.5,Bolivia,racismo,12815,Bolivia,racismo,Bolivia
Argentina,0,3,0,2.5,Venezuela,petróleo,12815,Venezuela,petróleo,Venezuela
Argentina,0,3,0,2.5,Japan,China,12815,Japan,China,Japan
Argentina,0,3,0,2.5,Egypt,Historia,12815,Egypt,Historia,Egypt
Argentina,0,3,0,2.5,Egypt,futbolera,12815,Egypt,futbolera,Egypt
Argentina,0,3,0,2.5,Egypt,Inseguridad,12815,Egypt,Inseguridad,Egypt
Argentina,0,3,0,2.5,Italy,Esculturas,12815,Italy,Esculturas,Italy
Argentina,0,3,0,2.5,Argentina,futbolera,12815,Argentina,futbolera,Argentina
Argentina,0,3,0,2.5,Brazil,Salidas,12815,Brazil,Salidas,Brazil
Argentina,0,3,0,2.5,Brazil,vida nocturna,12815,Brazil,vida nocturna,Brazil
Argentina,0,3,0,2.5,Argentina,solidaridad,12815,Argentina,solidaridad,Argentina
Argentina,0,3,0,2.5,Argentina,Tragos y comida rica,12815,Argentina,Tragos y comida rica,Argentina
Argentina,0,3,0,2.5,Argentina,Hermandad,12815,Argentina,Hermandad,Argentina
Argentina,0,3,0,2.5,Argentina,futbol,12815,Argentina,futbol,Argentina
Argentina,0,3,0,2.5,Argentina,comidas típicas,12815,Argentina,comidas típicas,Argentina
Argentina,0,3,0,2.5,Costa Rica,Playas,12815,Costa Rica,Playas,Costa Rica
Argentina,0,3,0,2.5,United Arab Emirates,riqueza,12815,United Arab Emirates,riqueza,United Arab Emirates
Argentina,0,3,0,2.5,Argentina,Idioma,12815,Argentina,Idioma,Argentina
Argentina,0,3,0,2.5,Peru,gastronomia,12815,Peru,gastronomia,Peru
Argentina,0,3,0,2.5,Egypt,Cultura,12815,Egypt,Cultura,Egypt
Argentina,0,3,0,2.5,Canada,whisky,12815,Canada,whisky,Canada
Argentina,0,3,0,2.5,Argentina,Sentido de pertenencia,12815,Argentina,Sentido de pertenencia,Argentina
Argentina,0,3,0,2.5,Mexico,Cultura,12815,Mexico,Cultura,Mexico
Argentina,0,3,0,2.5,Egypt,conflictos,12815,Egypt,conflictos,Egypt
Argentina,0,3,0,2.5,South Korea,Tecnologia,12815,South Korea,Tecnologia,South Korea
Argentina,0,3,0,2.5,Paraguay,terere,12815,Paraguay,terere,Paraguay
Argentina,0,3,0,2.5,Argentina,Juntadas,12815,Argentina,Juntadas,Argentina
Argentina,0,3,0,2.5,Uruguay,Individualidad,12815,Uruguay,Individualidad,Uruguay
Argentina,0,3,0,2.5,Bahamas,Islas,12815,Bahamas,Islas,Bahamas
Argentina,0,3,0,2.5,Madagascar,biodiversidad,12815,Madagascar,biodiversidad,Madagascar
Argentina,0,3,0,2.5,Venezuela,inflación,12815,Venezuela,inflación,Venezuela
Argentina,0,3,0,2.5,India,religiones,12815,India,religiones,India
Argentina,0,3,0,2.5,Spain,Comida,12815,Spain,Comida,Spain
Argentina,0,3,0,2.5,Uruguay,Individualidad,12815,Uruguay,Individualidad,Uruguay
Argentina,0,3,0,2.5,Argentina,tango,12815,Argentina,tango,Argentina
Argentina,0,3,0,2.5,Italy,Asado,12815,Italy,Asado,Italy
Argentina,0,3,0,2.5,Colombia,carnaval,12815,Colombia,carnaval,Colombia
Argentina,0,3,0,2.5,Argentina,petróleo,12815,Argentina,petróleo,Argentina
Argentina,0,3,0,2.5,Argentina,Solidaridad,12815,Argentina,Solidaridad,Argentina
Argentina,0,3,0,2.5,Egypt,Pobreza,12815,Egypt,Pobreza,Egypt
Argentina,0,3,0,2.5,Indonesia,Atributo,12815,Indonesia,Atributo,Indonesia
Argentina,0,3,0,2.5,Chile,Pobreza,12815,Chile,Pobreza,Chile
Argentina,0,3,0,2.5,Egypt,pobreza,12815,Egypt,pobreza,Egypt
Argentina,0,3,0,2.5,Argentina,forma democratica,12815,Argentina,forma democratica,Argentina
Argentina,0,3,0,2.5,Mexico,clima,12815,Mexico,clima,Mexico
Argentina,0,3,0,2.5,Argentina,futbol,12815,Argentina,futbol,Argentina
Argentina,0,3,0,2.5,Argentina,mate,12815,Argentina,mate,Argentina
Argentina,0,3,0,2.5,Argentina,alegría,12815,Argentina,alegría,Argentina
Argentina,0,3,0,2.5,Mexico,asado,12815,Mexico,asado,Mexico
Argentina,0,3,0,2.5,United States,futbol americano,12815,United States,futbol americano,United States
Argentina,0,3,0,2.5,Spain,brutos,12815,Spain,brutos,Spain
Argentina,0,3,0,2.5,Argentina,sombrero,12815,Argentina,sombrero,Argentina
Argentina,0,3,0,2.5,Argentina,alegres,12815,Argentina,alegres,Argentina
Argentina,0,3,0,2.5,Switzerland,medicina,12815,Switzerland,medicina,Switzerland
Argentina,0,3,0,2.5,Argentina,locro,12815,Argentina,locro,Argentina
Argentina,0,3,0,2.5,Argentina,frios,12815,Argentina,frios,Argentina
Argentina,0,3,0,2.5,Egypt,piramides,12815,Egypt,piramides,Egypt
Argentina,0,3,0,2.5,DR Congo,esclavos,12815,DR Congo,esclavos,DR Congo
Argentina,0,3,0,2.5,Argentina,sobervios,12815,Argentina,sobervios,Argentina
Argentina,0,3,0,2.5,Argentina,corrupcion,12815,Argentina,corrupcion,Argentina
Argentina,0,3,0,2.5,Argentina,asado,12815,Argentina,asado,Argentina
Argentina,0,3,0,2.5,Chile,cobre,12815,Chile,cobre,Chile
Argentina,0,3,0,2.5,Nigeria,injusticias,12815,Nigeria,injusticias,Nigeria
Argentina,0,3,0,2.5,Egypt,gente de mediana altura,12815,Egypt,gente de mediana altura,Egypt
Argentina,0,3,0,2.5,Argentina,super poblacion,12815,Argentina,super poblacion,Argentina
Argentina,0,3,0,2.5,Egypt,pobre,12815,Egypt,pobre,Egypt
Argentina,0,3,0,2.5,Argentina,inseguridad,12815,Argentina,inseguridad,Argentina
Argentina,0,3,0,2.5,Bahrain,vino,12815,Bahrain,vino,Bahrain
Argentina,0,3,0,2.5,Mexico,grandioso,12815,Mexico,grandioso,Mexico
Argentina,0,3,0,2.5,Argentina,charlatan,12815,Argentina,charlatan,Argentina
Argentina,0,3,0,2.5,Argentina,enamorados,12815,Argentina,enamorados,Argentina
Argentina,0,3,0,2.5,Argentina,portuario,12815,Argentina,portuario,Argentina
Argentina,0,3,0,2.5,Argentina,muchos niños,12815,Argentina,muchos niños,Argentina
Argentina,0,3,0,2.5,France,musculosos,12815,France,musculosos,France
Argentina,0,3,0,2.5,Argentina,carnaval,12815,Argentina,carnaval,Argentina
Argentina,0,3,0,2.5,China,artesanias,12815,China,artesanias,China
Argentina,0,3,0,2.5,Argentina,familieros,12815,Argentina,familieros,Argentina
Argentina,0,3,0,2.5,Argentina,vtivinicola,12815,Argentina,vtivinicola,Argentina
Argentina,0,3,0,2.5,Azerbaijan,pasion,12815,Azerbaijan,pasion,Azerbaijan
Argentina,0,3,0,2.5,France,vicioso,12815,France,vicioso,France
Argentina,0,3,0,2.5,Egypt,patrimonio,12815,Egypt,patrimonio,Egypt
Argentina,0,3,0,2.5,Italy,rica comida,12815,Italy,rica comida,Italy
Argentina,0,3,0,2.5,Argentina,ruidoso,12815,Argentina,ruidoso,Argentina
Argentina,0,3,0,2.5,Morocco,homofobia,12815,Morocco,homofobia,Morocco
Argentina,0,3,0,2.5,Japan,orden,12815,Japan,orden,Japan
Argentina,0,3,0,2.5,Argentina,impuntualidad,12815,Argentina,impuntualidad,Argentina
Argentina,0,3,0,2.5,Singapore,adelanto tecnológico,12815,Singapore,adelanto tecnológico,Singapore
Argentina,0,3,0,2.5,Argentina,tomar mate,12815,Argentina,tomar mate,Argentina
Argentina,0,3,0,2.5,Argentina,hospitalidad,12815,Argentina,hospitalidad,Argentina
Argentina,0,3,0,2.5,Argentina,comer asado,12815,Argentina,comer asado,Argentina
Argentina,0,3,0,2.5,Bolivia,calma,12815,Bolivia,calma,Bolivia
Argentina,0,3,0,2.5,Bolivia,tranquilidad,12815,Bolivia,tranquilidad,Bolivia
Argentina,0,3,0,2.5,Argentina,Universidad y salud gratuitas,12815,Argentina,Universidad y salud gratuitas,Argentina
Argentina,0,3,0,2.5,Belgium,Waffles,12815,Belgium,Waffles,Belgium
Argentina,0,3,0,2.5,Belgium,tulipanes,12815,Belgium,tulipanes,Belgium
Argentina,0,3,0,2.5,Argentina,Gran cantidad de psicanalistas,12815,Argentina,Gran cantidad de psicanalistas,Argentina
Argentina,0,3,0,2.5,France,Baguettes,12815,France,Baguettes,France
Argentina,0,3,0,2.5,France,gran nivel de las universidades,12815,France,gran nivel de las universidades,France
Argentina,0,3,0,2.5,Iraq,conflicto armado,12815,Iraq,conflicto armado,Iraq
Argentina,0,3,0,2.5,Brazil,Alegría,12815,Brazil,Alegría,Brazil
Argentina,0,3,0,2.5,Brazil,carnaval,12815,Brazil,carnaval,Brazil
Argentina,0,3,0,2.5,Brazil,caipirinha,12815,Brazil,caipirinha,Brazil
Argentina,0,3,0,2.5,Brazil,playas,12815,Brazil,playas,Brazil
Argentina,0,3,0,2.5,Egypt,Cultura ancestral,12815,Egypt,Cultura ancestral,Egypt
Argentina,0,3,0,2.5,Egypt,Cultura,12815,Egypt,Cultura,Egypt
Argentina,0,3,0,2.5,Mexico,Violencia,12815,Mexico,Violencia,Mexico
Argentina,0,3,0,2.5,Argentina,rica comida,12815,Argentina,rica comida,Argentina
Argentina,0,3,0,2.5,Argentina,Pobreza,12815,Argentina,Pobreza,Argentina
Argentina,0,3,0,2.5,Argentina,grandes jugadores de fútbol,12815,Argentina,grandes jugadores de fútbol,Argentina
Argentina,0,3,0,2.5,Argentina,buena comida,12815,Argentina,buena comida,Argentina
Argentina,0,3,0,2.5,Argentina,amistosos,12815,Argentina,amistosos,Argentina
Argentina,0,3,0,2.5,Argentina,etc.,12815,Argentina,etc.,Argentina
Argentina,0,3,0,2.5,United States,Riquesa,12815,United States,Riquesa,United States
Argentina,0,3,0,2.5,Belgium,Sucios,12815,Belgium,Sucios,Belgium
Argentina,0,3,0,2.5,Chile,Tacaños,12815,Chile,Tacaños,Chile
Argentina,0,3,0,2.5,Antigua and Barbuda,No se,12815,Antigua and Barbuda,No se,Antigua and Barbuda
Argentina,0,3,0,2.5,Congo Republic,Bailes,12815,Congo Republic,Bailes,Congo Republic
Argentina,0,3,0,2.5,Congo Republic,colores,12815,Congo Republic,colores,Congo Republic
Argentina,0,3,0,2.5,Argentina,Colombia,12815,Argentina,Colombia,Argentina
Argentina,0,3,0,2.5,Indonesia,Turquía,12815,Indonesia,Turquía,Indonesia
Argentina,0,3,0,2.5,Argentina,Gente linda,12815,Argentina,Gente linda,Argentina
Argentina,0,3,0,2.5,Argentina,Sociables,12815,Argentina,Sociables,Argentina
Argentina,0,3,0,2.5,Central African Republic,Negros,12815,Central African Republic,Negros,Central African Republic
Argentina,0,3,0,2.5,United States,Asesinos,12815,United States,Asesinos,United States
Argentina,0,3,0,2.5,United States,imperialistas,12815,United States,imperialistas,United States
Argentina,0,3,0,2.5,Argentina,Buena apariencia física,12815,Argentina,Buena apariencia física,Argentina
Argentina,0,3,0,2.5,Bahrain,Comida,12815,Bahrain,Comida,Bahrain
Argentina,0,3,0,2.5,Chile,Tacaños,12815,Chile,Tacaños,Chile
Argentina,0,3,0,2.5,Brazil,Música,12815,Brazil,Música,Brazil
Argentina,0,3,0,2.5,Uruguay,Mente abierta,12815,Uruguay,Mente abierta,Uruguay
Argentina,0,3,0,2.5,Uruguay,relajados,12815,Uruguay,relajados,Uruguay
Argentina,0,3,0,2.5,Uruguay,soberbios.,12815,Uruguay,soberbios.,Uruguay
Argentina,0,3,0,2.5,Egypt,Historia,12815,Egypt,Historia,Egypt
Argentina,0,3,0,2.5,Argentina,Amistosos,12815,Argentina,Amistosos,Argentina
Argentina,0,3,0,2.5,Argentina,fiesteros,12815,Argentina,fiesteros,Argentina
Argentina,0,3,0,2.5,Haiti,Gente negra,12815,Haiti,Gente negra,Haiti
Argentina,0,3,0,2.5,Brazil,Playa,12815,Brazil,Playa,Brazil
Argentina,0,3,0,2.5,Japan,Comidas,12815,Japan,Comidas,Japan
Argentina,0,3,0,2.5,Japan,vestuarios,12815,Japan,vestuarios,Japan
Argentina,0,3,0,2.5,Egypt,Cultura histórica,12815,Egypt,Cultura histórica,Egypt
Argentina,0,3,0,2.5,Cabo Verde,Naturaleza,12815,Cabo Verde,Naturaleza,Cabo Verde
Argentina,0,3,0,2.5,Congo Republic,Fiestas,12815,Congo Republic,Fiestas,Congo Republic
Argentina,0,3,0,2.5,Peru,Tradición,12815,Peru,Tradición,Peru
Argentina,0,3,0,2.5,Australia,Orden,12815,Australia,Orden,Australia
Argentina,0,3,0,2.5,Australia,buen desempeño económico,12815,Australia,buen desempeño económico,Australia
Argentina,0,3,0,2.5,Australia,vagos,12815,Australia,vagos,Australia
Argentina,0,3,0,2.5,Argentina,Competitividad,12815,Argentina,Competitividad,Argentina
Argentina,0,3,0,2.5,Argentina,comida rica,12815,Argentina,comida rica,Argentina
Argentina,0,3,0,2.5,Egypt,Historia - cultura milenaria - turismo,12815,Egypt,Historia - cultura milenaria - turismo,Egypt
Argentina,0,3,0,2.5,Egypt,Pirámides - Historia - Nilo - Arqueología,12815,Egypt,Pirámides - Historia - Nilo - Arqueología,Egypt
Argentina,0,3,0,2.5,Brazil,Carnaval - Futbol - Diversidad cultural,12815,Brazil,Carnaval - Futbol - Diversidad cultural,Brazil
Argentina,0,3,0,2.5,Uruguay,Mate - Democracia - Tranquilidad,12815,Uruguay,Mate - Democracia - Tranquilidad,Uruguay
Argentina,0,3,0,2.5,Egypt,Pirámides o historia antigua,12815,Egypt,Pirámides o historia antigua,Egypt
Argentina,0,3,0,2.5,Brazil,Amazonia - Capoeira,12815,Brazil,Amazonia - Capoeira,Brazil
Argentina,0,3,0,2.5,Argentina,Tango - Asado - Futbol,12815,Argentina,Tango - Asado - Futbol,Argentina
Argentina,0,3,0,2.5,Egypt,BUENA GENTE,12815,Egypt,BUENA GENTE,Egypt
Argentina,0,3,0,2.5,Bahrain,Cultura arabe o religion,12815,Bahrain,Cultura arabe o religion,Bahrain
Argentina,0,3,0,2.5,Italy,Pasta,12815,Italy,Pasta,Italy
Argentina,0,3,0,2.5,Norway,Fiordos,12815,Norway,Fiordos,Norway
Argentina,0,3,0,2.5,Egypt,Piramides - Rio Nilo - turismo,12815,Egypt,Piramides - Rio Nilo - turismo,Egypt
Argentina,0,3,0,2.5,Colombia,Cafe,12815,Colombia,Cafe,Colombia
Argentina,0,3,0,2.5,Argentina,MATE FUTBOL,12815,Argentina,MATE FUTBOL,Argentina
Argentina,0,3,0,2.5,Ethiopia,Cafe - Historia Antigua.,12815,Ethiopia,Cafe - Historia Antigua.,Ethiopia
Argentina,0,3,0,2.5,Italy,FUTBOL,12815,Italy,FUTBOL,Italy
Argentina,0,3,0,2.5,Argentina,FUTBOL,12815,Argentina,FUTBOL,Argentina
Argentina,0,3,0,2.5,Haiti,Primera república negra libre del mundo - Resistencia - Arte,12815,Haiti,Primera república negra libre del mundo - Resistencia - Arte,Haiti
Argentina,0,3,0,2.5,Angola,AFRICA PETROLEO,12815,Angola,AFRICA PETROLEO,Angola
Argentina,0,3,0,2.5,Mexico,TACOS,12815,Mexico,TACOS,Mexico
Argentina,0,3,0,2.5,Argentina,EMPANADAS,12815,Argentina,EMPANADAS,Argentina
Argentina,0,3,0,2.5,Brazil,Musica - Industria,12815,Brazil,Musica - Industria,Brazil
Argentina,0,3,0,2.5,Argentina,lejania,12815,Argentina,lejania,Argentina
Argentina,0,3,0,2.5,United States,chrlatan,12815,United States,chrlatan,United States
Argentina,0,3,0,2.5,Brazil,playas,12815,Brazil,playas,Brazil
Argentina,0,3,0,2.5,Argentina,fiestero,12815,Argentina,fiestero,Argentina
Argentina,0,3,0,2.5,India,pobreza,12815,India,pobreza,India
Argentina,0,3,0,2.5,Egypt,Enfermedades,12815,Egypt,Enfermedades,Egypt
Argentina,0,3,0,2.5,United States,Campeones,12815,United States,Campeones,United States
Argentina,0,3,0,2.5,Netherlands,Simpáticos,12815,Netherlands,Simpáticos,Netherlands
Argentina,0,3,0,2.5,Argentina,Limpieza,12815,Argentina,Limpieza,Argentina
Argentina,0,3,0,2.5,Italy,Simpáticos,12815,Italy,Simpáticos,Italy
Argentina,0,3,0,2.5,Argentina,Alegres,12815,Argentina,Alegres,Argentina
Argentina,0,3,0,2.5,Egypt,mate,12815,Egypt,mate,Egypt
Argentina,0,3,0,2.5,Egypt,Turismo,12815,Egypt,Turismo,Egypt
Argentina,0,3,0,2.5,Argentina,Asado,12815,Argentina,Asado,Argentina
Argentina,0,3,0,2.5,Brazil,Caipirinha,12815,Brazil,Caipirinha,Brazil
Argentina,0,3,0,2.5,Egypt,Piramides,12815,Egypt,Piramides,Egypt
Argentina,0,3,0,2.5,Argentina,Tango,12815,Argentina,Tango,Argentina
Argentina,0,3,0,2.5,Egypt,Desierto,12815,Egypt,Desierto,Egypt
Argentina,0,3,0,2.5,Argentina,Fernet,12815,Argentina,Fernet,Argentina
Argentina,0,3,0,2.5,Bangladesh,Piel morena,12815,Bangladesh,Piel morena,Bangladesh
Argentina,0,3,0,2.5,Argentina,Alegria,12815,Argentina,Alegria,Argentina
Argentina,0,3,0,2.5,Haiti,Pobreza,12815,Haiti,Pobreza,Haiti
Argentina,0,3,0,2.5,Egypt,Seguridad,12815,Egypt,Seguridad,Egypt
Argentina,0,3,0,2.5,Afghanistan,Desamparada,12815,Afghanistan,Desamparada,Afghanistan
Argentina,0,3,0,2.5,Argentina,Fiesta,12815,Argentina,Fiesta,Argentina
Argentina,0,3,0,2.5,Argentina,Futbol,12815,Argentina,Futbol,Argentina
Argentina,0,3,0,2.5,United Kingdom,Vacaciones,12815,United Kingdom,Vacaciones,United Kingdom
Argentina,0,3,0,2.5,Argentina,Teatro,12815,Argentina,Teatro,Argentina
Argentina,0,3,0,2.5,Italy,Teatros,12815,Italy,Teatros,Italy
Argentina,0,3,0,2.5,Argentina,Colegios,12815,Argentina,Colegios,Argentina
Argentina,0,3,0,2.5,Argentina,Museo,12815,Argentina,Museo,Argentina
Argentina,0,3,0,2.5,Argentina,Robos,12815,Argentina,Robos,Argentina
Argentina,0,3,0,2.5,Israel,Invierno,12815,Israel,Invierno,Israel
Argentina,0,3,0,2.5,Saudi Arabia,Antiguos,12815,Saudi Arabia,Antiguos,Saudi Arabia
Argentina,0,3,0,2.5,United Arab Emirates,Guerra,12815,United Arab Emirates,Guerra,United Arab Emirates
Argentina,0,3,0,2.5,Japan,cultura,12815,Japan,cultura,Japan
Argentina,0,3,0,2.5,Egypt,naturales,12815,Egypt,naturales,Egypt
Argentina,0,3,0,2.5,Argentina,territorio muy grande,12815,Argentina,territorio muy grande,Argentina
Argentina,0,3,0,2.5,Egypt,economia,12815,Egypt,economia,Egypt
Argentina,0,3,0,2.5,Colombia,violencia,12815,Colombia,violencia,Colombia
Argentina,0,3,0,2.5,Argentina,cultura,12815,Argentina,cultura,Argentina
Argentina,0,3,0,2.5,Bahrain,misoginia,12815,Bahrain,misoginia,Bahrain
Argentina,0,3,0,2.5,Mexico,misoginia,12815,Mexico,misoginia,Mexico
Argentina,0,3,0,2.5,United States,automoviles,12815,United States,automoviles,United States
Argentina,0,3,0,2.5,Argentina,pais Extenso,12815,Argentina,pais Extenso,Argentina
Argentina,0,3,0,2.5,Argentina,Carnaval,12815,Argentina,Carnaval,Argentina
